maturities,forwards
0.1,1.010050167084168
0.14,1.0140984589384923
0.18,1.0181629763897937
0.22,1.0222437844704382
0.26,1.026340948473442
0.3,1.030454533953517
0.3399999999999999,1.034584606728118
0.38,1.0387312328784977
0.42,1.0428944787507632
0.4599999999999999,1.0470744109569372
0.5,1.0512710963760241
